Hour,Minute,Second,Millisecond,Time,Price
10,55,4,640,55:04.6,45.26
16,47,32,264,47:32.3,43.29
12,42,57,885,42:57.9,39.03
12,4,44,874,04:44.9,40.08
16,51,57,574,51:57.6,43.24
13,49,51,383,49:51.4,42.3
14,17,8,821,17:08.8,40.12
11,32,4,804,32:04.8,43.01
9,16,16,449,16:16.4,45.9
11,9,51,60,09:51.1,46.11
15,50,15,421,50:15.4,42.3
12,8,29,195,08:29.2,40.65
15,19,17,989,19:18.0,43.94
9,38,38,748,38:38.7,44.22
13,20,19,31,20:19.0,42.43
15,59,4,154,59:04.2,42.47
11,22,23,215,22:23.2,44.84
10,50,48,654,50:48.7,46.38
9,3,22,533,03:22.5,46.09
16,30,3,312,30:03.3,42.36
11,45,53,365,45:53.4,42.66
11,3,18,740,03:18.7,45.97
15,28,58,91,28:58.1,42.8
14,59,41,326,59:41.3,43.67
15,26,5,422,26:05.4,42.93
10,56,52,553,56:52.6,45.69
10,54,31,624,54:31.6,45.21
11,49,30,3,49:30.0,42.72
11,47,59,748,47:59.7,42.95
14,6,0,481,06:00.5,38.97
13,55,16,737,55:16.7,40.77
11,4,31,694,04:31.7,46.21
15,9,37,873,09:37.9,42.32
12,37,22,114,37:22.1,39.29
9,24,33,459,24:33.5,45.63
13,8,5,671,08:05.7,40.14
13,54,38,621,54:38.6,41.07
12,49,18,358,49:18.4,39.81
9,25,41,685,25:41.7,45.18
15,59,23,565,59:23.6,43.1
9,36,46,597,36:46.6,44.33
10,57,22,151,57:22.2,45.33
16,55,3,290,55:03.3,44.76
14,32,26,414,32:26.4,43.03
10,23,54,578,23:54.6,47.47
9,14,31,106,14:31.1,45.35
13,37,18,345,37:18.3,42.77
15,51,48,988,51:49.0,42.18
9,4,23,445,04:23.4,46.3
11,31,28,883,31:28.9,42.74
15,58,52,341,58:52.3,42.35
11,42,46,235,42:46.2,42.43
12,44,46,662,44:46.7,39.46
13,39,3,434,39:03.4,43.38
13,58,56,8,58:56.0,39.04
12,39,6,428,39:06.4,38.38
12,35,3,6,35:03.0,39.41
10,40,28,372,40:28.4,45.88
12,9,41,842,09:41.8,40.74
10,44,46,821,44:46.8,44.48
16,6,50,960,06:51.0,43.28
16,56,29,864,56:29.9,44.36
15,45,29,263,45:29.3,42.75
15,25,1,260,25:01.3,43.53
13,33,42,988,33:43.0,42.29
9,4,15,829,04:15.8,46.51
9,43,4,906,43:04.9,44.88
9,40,41,407,40:41.4,44.46
12,30,54,639,30:54.6,39.25
10,26,2,625,26:02.6,47.99
14,50,35,654,50:35.7,43.83
11,43,11,124,43:11.1,42.26
16,50,7,313,50:07.3,42.44
11,2,48,490,02:48.5,45.58
11,57,23,484,57:23.5,42.43
9,33,3,47,33:03.0,45.88
16,51,8,331,51:08.3,42.93
15,35,27,497,35:27.5,43.87
11,22,54,887,22:54.9,44.71
11,38,26,347,38:26.3,41.87
16,36,43,572,36:43.6,43.73
16,50,5,745,50:05.7,42.44
15,54,5,733,54:05.7,41.3
9,39,24,510,39:24.5,44.27
15,38,56,283,38:56.3,43.97
9,34,10,817,34:10.8,45.93
11,10,13,226,10:13.2,46.02
10,55,46,133,55:46.1,45.91
9,47,26,630,47:26.6,46.03
16,40,2,348,40:02.3,45.36
11,10,17,301,10:17.3,45.93
9,10,35,598,10:35.6,46.22
16,33,5,519,33:05.5,42.92
9,43,30,790,43:30.8,44.19
16,6,33,104,06:33.1,43.09
10,40,55,824,40:55.8,45.27
14,8,14,781,08:14.8,38.98
16,41,40,985,41:41.0,44.87
11,31,50,840,31:50.8,43.01
12,36,9,494,36:09.5,39.24
10,8,48,363,08:48.4,47.12
12,20,55,297,20:55.3,39.25
13,8,50,877,08:50.9,40.59
12,59,25,66,59:25.1,40.63
16,22,5,743,22:05.7,42.88
9,0,25,40,00:25.0,45.95
11,40,40,932,40:40.9,42.93
13,25,11,65,25:11.1,41.68
12,20,24,265,20:24.3,39.54
9,48,2,523,48:02.5,46.34
16,4,36,462,04:36.5,42.5
12,25,31,901,25:31.9,39.22
12,34,39,176,34:39.2,40.27
12,58,47,108,58:47.1,40.36
13,5,25,80,05:25.1,40.87
11,0,12,26,00:12.0,46.54
9,8,19,329,08:19.3,45.42
13,5,39,867,05:39.9,40.93
12,27,27,374,27:27.4,39.98
12,29,38,680,29:38.7,39.3
10,42,42,241,42:42.2,44.06
16,12,39,378,12:39.4,43.66
10,54,56,146,54:56.1,45.04
12,33,54,685,33:54.7,39.96
16,12,57,491,12:57.5,43.32
14,46,48,280,46:48.3,44.35
13,25,48,594,25:48.6,41.99
14,24,55,153,24:55.2,42.3
9,49,32,240,49:32.2,46.46
11,10,36,4,10:36.0,45.99
11,13,5,716,13:05.7,45.87
11,7,47,327,07:47.3,46.13
9,49,47,391,49:47.4,46.24
11,40,32,636,40:32.6,42.69
9,7,2,493,07:02.5,46.42
9,12,26,121,12:26.1,45.8
12,22,38,861,22:38.9,38.64
15,53,45,632,53:45.6,41.75
11,35,0,493,35:00.5,43.41
12,42,59,730,42:59.7,38.98
11,4,18,250,04:18.2,46.67
9,3,49,954,03:50.0,46.18
9,13,56,61,13:56.1,45.32
9,18,54,998,18:55.0,45.2
15,54,45,227,54:45.2,41.21
13,55,29,808,55:29.8,40.81
13,38,28,994,38:29.0,43.39
9,51,13,158,51:13.2,45.9
13,20,6,653,20:06.7,42.26
14,57,52,907,57:52.9,43.69
12,9,55,893,09:55.9,40.81
11,2,59,455,02:59.5,45.58
13,6,29,800,06:29.8,41.01
15,19,56,297,19:56.3,44.03
10,25,17,634,25:17.6,47.86
15,30,22,284,30:22.3,43.71
12,19,39,354,19:39.4,39.51
9,19,24,34,19:24.0,45.39
16,58,47,254,58:47.3,43.58
16,28,22,425,28:22.4,41.8
12,52,21,779,52:21.8,40.53
9,54,32,297,54:32.3,44.89
14,42,49,965,42:50.0,42.89
9,54,27,167,54:27.2,44.91
11,53,10,322,53:10.3,41.93
10,36,10,844,36:10.8,46.66
10,10,54,758,10:54.8,46.99
15,39,59,887,39:59.9,44.43
13,43,10,923,43:10.9,43.02
13,59,6,347,59:06.3,39.11
13,52,55,153,52:55.2,42.17
13,28,39,403,28:39.4,41.78
14,34,0,319,34:00.3,42.58
13,8,55,579,08:55.6,40.67
13,50,53,732,50:53.7,41.72
12,44,59,475,44:59.5,39.42
11,35,47,182,35:47.2,43.6
9,8,46,843,08:46.8,45.82
10,36,5,162,36:05.2,46.64
10,37,26,32,37:26.0,46.39
9,27,44,605,27:44.6,45.52
10,54,30,277,54:30.3,45.19
14,59,26,693,59:26.7,43.45
11,14,49,104,14:49.1,45.53
14,2,44,146,02:44.1,38.6
14,25,27,715,25:27.7,42.13
9,30,5,923,30:05.9,46.9
15,9,54,442,09:54.4,42.54
9,19,53,731,19:53.7,45.35
16,50,46,20,50:46.0,42.8
13,34,43,309,34:43.3,42.68
13,2,31,285,02:31.3,41.2
16,27,25,185,27:25.2,42.13
9,20,45,989,20:46.0,45.84
16,9,12,639,09:12.6,43.57
14,43,28,79,43:28.1,42.35
16,49,30,440,49:30.4,42.52
9,57,24,398,57:24.4,45.64
10,21,30,104,21:30.1,46.69
14,28,39,835,28:39.8,42.09
12,50,12,314,50:12.3,39.95
11,52,0,761,52:00.8,42.07
15,50,22,370,50:22.4,42.14
11,51,39,437,51:39.4,42.3
13,56,57,868,56:57.9,39.67
11,53,17,486,53:17.5,41.89
11,43,14,877,43:14.9,42.33
14,15,21,219,15:21.2,39.93
16,18,38,286,18:38.3,42.62
12,59,37,853,59:37.9,40.65
12,47,28,281,47:28.3,39.98
13,54,50,635,54:50.6,40.86
11,51,14,959,51:15.0,42.76
16,48,25,385,48:25.4,42.95
11,21,17,448,21:17.4,44.85
16,43,25,221,43:25.2,44.39
16,55,49,165,55:49.2,45.04
13,57,47,539,57:47.5,39.58
10,30,37,366,30:37.4,48.13
12,33,3,510,33:03.5,40.22
15,9,26,577,09:26.6,42.66
9,22,15,756,22:15.8,45.81
12,6,32,312,06:32.3,40.38
12,9,23,235,09:23.2,40.91
10,37,25,622,37:25.6,46.35
12,40,11,431,40:11.4,38.15
11,2,48,786,02:48.8,45.53
15,58,12,368,58:12.4,42.27
13,38,41,28,38:41.0,43.36
13,19,35,141,19:35.1,41.87
15,39,37,217,39:37.2,44.49
14,20,29,844,20:29.8,40.85
13,35,52,158,35:52.2,42.9
15,1,11,204,01:11.2,43.17
9,52,16,66,52:16.1,45.51
13,58,27,467,58:27.5,39.25
14,28,47,416,28:47.4,42.01
15,16,40,396,16:40.4,43.21
12,48,46,52,48:46.1,39.37
10,13,52,859,13:52.9,47.19
13,0,26,6,00:26.0,41.17
15,36,23,823,36:23.8,44.31
12,17,18,756,17:18.8,39.15
13,30,37,790,30:37.8,41.86
14,56,22,801,56:22.8,42.75
16,4,59,953,05:00.0,42.63
11,15,38,644,15:38.6,45.39
10,14,40,552,14:40.6,47.02
15,50,2,223,50:02.2,42.44
9,2,30,685,02:30.7,45.71
10,46,39,350,46:39.4,45.14
14,48,22,708,48:22.7,44.63
9,36,54,784,36:54.8,44.46
16,32,50,668,32:50.7,42.9
10,30,49,610,30:49.6,48.05
10,32,48,391,32:48.4,47.31
15,30,36,720,30:36.7,43.44
9,45,29,155,45:29.2,45.1
12,27,39,132,27:39.1,39.7
12,3,49,284,03:49.3,39.83
11,50,18,849,50:18.8,42.46
11,18,36,931,18:36.9,45.62
13,26,21,394,26:21.4,42.32
14,4,18,1,04:18.0,39.25
11,22,7,566,22:07.6,45.05
10,48,41,807,48:41.8,45.82
15,38,36,959,38:37.0,44.09
9,18,13,330,18:13.3,45.16
15,18,44,279,18:44.3,43.77
13,8,20,971,08:21.0,40.27
11,15,58,732,15:58.7,45.43
12,11,36,604,11:36.6,40.83
10,42,3,828,42:03.8,44.32
12,41,41,346,41:41.3,39.55
12,56,14,72,56:14.1,40.1
10,38,13,650,38:13.6,45.93
11,25,43,508,25:43.5,43.98
12,23,10,688,23:10.7,38.72
16,56,26,87,56:26.1,44.42
14,22,58,118,22:58.1,42.05
16,41,1,203,41:01.2,45.73
9,57,22,643,57:22.6,45.53
13,49,25,278,49:25.3,42.63
12,37,44,205,37:44.2,39.19
13,23,12,874,23:12.9,42.27
9,31,28,228,31:28.2,46.19
16,26,11,379,26:11.4,42.05
10,52,21,766,52:21.8,45.44
12,27,43,528,27:43.5,39.77
9,33,2,429,33:02.4,45.8
13,24,52,583,24:52.6,41.94
16,9,29,56,09:29.1,43.7
9,54,48,561,54:48.6,44.96
15,0,56,439,00:56.4,43.3
13,3,18,1,03:18.0,41.67
10,38,23,884,38:23.9,45.9
13,21,27,265,21:27.3,42.39
15,49,26,941,49:26.9,42.44
15,22,56,913,22:56.9,44.6
9,23,14,594,23:14.6,45.66
12,30,57,224,30:57.2,39.46
10,49,23,363,49:23.4,45.71
10,48,43,53,48:43.1,45.97
10,25,52,887,25:52.9,47.73
14,38,19,990,38:20.0,43.02
16,59,10,297,59:10.3,43.26
14,45,20,533,45:20.5,43.85
15,23,3,527,23:03.5,44.53
15,2,16,328,02:16.3,42.54
10,41,8,113,41:08.1,45.28
16,4,51,294,04:51.3,42.49
16,0,52,802,00:52.8,43.09
15,49,57,143,49:57.1,42.57
9,2,31,330,02:31.3,45.69
14,26,39,317,26:39.3,42.15
11,3,12,379,03:12.4,45.65
13,38,14,892,38:14.9,43.32
16,59,55,794,59:55.8,43.51
15,22,27,146,22:27.1,44.01
14,34,51,557,34:51.6,42.68
13,1,1,188,01:01.2,40.68
10,6,51,174,06:51.2,46.71
14,19,20,696,19:20.7,40.48
13,32,47,742,32:47.7,42.56
16,57,57,822,57:57.8,43.93
16,55,15,506,55:15.5,44.82
11,30,13,301,30:13.3,42.94
15,10,57,877,10:57.9,42.43
14,51,31,445,51:31.4,43.6
15,26,55,506,26:55.5,42.69
10,43,45,135,43:45.1,43.89
10,40,19,557,40:19.6,45.92
10,12,37,997,12:38.0,46.68
16,44,16,752,44:16.8,44.87
9,33,40,930,33:40.9,46.14
9,11,18,917,11:18.9,45.77
9,24,49,15,24:49.0,45.15
12,45,21,554,45:21.6,39.52
10,6,52,62,06:52.1,46.73
14,2,16,88,02:16.1,38.7
11,36,38,246,36:38.2,43.11
14,42,6,437,42:06.4,43.42
12,19,12,738,19:12.7,39.77
13,42,26,552,42:26.6,42.52
10,55,6,139,55:06.1,45.22
12,19,19,459,19:19.5,39.56
16,9,29,854,09:29.9,43.66
14,8,25,257,08:25.3,38.77
16,23,0,774,23:00.8,42.59
11,7,31,128,07:31.1,46.28
10,40,52,821,40:52.8,45.29
10,59,46,49,59:46.0,45.95
11,30,47,493,30:47.5,42.69
10,36,38,972,36:39.0,46.63
14,31,10,130,31:10.1,42.57
11,31,2,446,31:02.4,42.74
10,15,16,151,15:16.2,46.88
16,58,6,602,58:06.6,44.2
16,52,43,915,52:43.9,43.39
9,31,25,432,31:25.4,46.13
10,52,35,198,52:35.2,45.33
11,19,58,516,19:58.5,45.69
10,43,43,458,43:43.5,43.84
14,17,59,490,17:59.5,40.12
10,31,15,949,31:15.9,47.84
15,23,53,347,23:53.3,44.88
10,28,44,516,28:44.5,48.02
9,29,43,514,29:43.5,46.73
9,0,8,553,00:08.6,46.16
16,44,20,883,44:20.9,44.82
9,30,20,62,30:20.1,46.54
13,41,58,459,41:58.5,42.28
15,3,25,547,03:25.5,43.02
16,7,47,308,07:47.3,43.4
11,4,26,235,04:26.2,46.43
12,45,11,851,45:11.9,39.44
10,52,45,431,52:45.4,45.19
9,32,56,541,32:56.5,45.73
14,25,20,135,25:20.1,42.1
16,16,28,818,16:28.8,43.52
16,18,25,929,18:25.9,42.57
13,8,51,263,08:51.3,40.58
11,59,23,203,59:23.2,42.05
12,29,49,416,29:49.4,39
12,18,2,99,18:02.1,39.34
14,37,21,266,37:21.3,42.57
13,9,20,448,09:20.4,40.4
15,15,54,493,15:54.5,42.93
13,6,56,338,06:56.3,40.92
12,51,27,307,51:27.3,40.52
14,13,57,917,13:57.9,40.36
13,41,26,390,41:26.4,42.73
16,48,1,190,48:01.2,42.74
15,1,43,934,01:43.9,42.77
12,42,58,652,42:58.7,39
16,19,2,596,19:02.6,42.93
10,44,56,893,44:56.9,44.19
11,14,45,527,14:45.5,45.45
11,28,37,696,28:37.7,43.31
16,11,38,204,11:38.2,44.1
9,27,56,959,27:57.0,45.74
14,34,40,649,34:40.6,42.5
14,37,40,393,37:40.4,42.69
13,2,20,443,02:20.4,41.17
13,47,17,380,47:17.4,42.55
13,37,46,516,37:46.5,43.09
13,6,53,534,06:53.5,40.83
15,44,38,32,44:38.0,42.83
10,57,42,753,57:42.8,45.18
11,45,17,716,45:17.7,42.29
14,17,22,496,17:22.5,40.23
11,0,58,496,00:58.5,46.88
15,41,10,550,41:10.6,43.8
9,8,35,484,08:35.5,45.59
13,17,29,901,17:29.9,41.26
9,54,27,489,54:27.5,44.88
15,29,13,637,29:13.6,43
16,50,50,941,50:50.9,42.83
10,4,41,406,04:41.4,45.72
14,43,22,938,43:22.9,42.27
16,7,51,711,07:51.7,43.28
10,5,4,17,05:04.0,46.33
10,49,18,147,49:18.1,45.72
14,39,25,942,39:25.9,43.32
10,31,33,885,31:33.9,47.75
14,20,52,698,20:52.7,41.38
15,51,49,824,51:49.8,42.15
12,13,34,811,13:34.8,39.84
11,34,32,411,34:32.4,43.59
10,59,45,967,59:46.0,46
13,25,19,722,25:19.7,41.85
9,35,46,795,35:46.8,44.42
14,25,39,826,25:39.8,41.94
14,41,27,207,41:27.2,43.33
9,57,16,903,57:16.9,45.44
13,49,56,205,49:56.2,42.23
16,35,34,759,35:34.8,43.46
10,11,17,143,11:17.1,47.19
11,17,46,181,17:46.2,45.49
12,47,40,761,47:40.8,39.72
10,16,45,145,16:45.1,47.75
15,23,11,713,23:11.7,44.58
14,21,41,629,21:41.6,41.65
13,23,49,573,23:49.6,42.14
9,30,6,385,30:06.4,46.97
14,28,28,518,28:28.5,42.19
11,26,0,444,26:00.4,44.2
12,12,37,821,12:37.8,40.39
9,56,24,370,56:24.4,45.34
11,26,35,104,26:35.1,44.32
12,39,30,306,39:30.3,38.48
12,54,32,744,54:32.7,40.91
14,16,57,435,16:57.4,40.02
16,58,32,929,58:32.9,43.94
11,16,47,545,16:47.5,45.05
12,22,56,55,22:56.1,38.7
9,5,17,869,05:17.9,45.99
14,39,22,571,39:22.6,43.33
13,46,30,862,46:30.9,43.25
14,51,13,241,51:13.2,43.59
14,25,3,458,25:03.5,42.49
10,52,36,641,52:36.6,45.28
10,7,21,317,07:21.3,46.87
13,26,9,893,26:09.9,42.08
15,23,40,416,23:40.4,44.71
16,55,58,193,55:58.2,44.94
12,8,17,201,08:17.2,40.5
12,23,24,572,23:24.6,38.78
13,29,55,344,29:55.3,41.85
11,50,55,558,50:55.6,42.49
16,54,4,954,54:05.0,44.35
16,10,40,708,10:40.7,44.11
14,25,11,556,25:11.6,42.39
12,53,45,176,53:45.2,40.96
10,1,39,594,01:39.6,45.66
12,43,23,60,43:23.1,39.39
9,38,51,149,38:51.1,44.08
9,3,44,88,03:44.1,45.78
14,34,9,173,34:09.2,42.68
12,33,36,269,33:36.3,40.07
11,10,5,982,10:06.0,46.09
11,38,14,160,38:14.2,42.15
9,17,29,346,17:29.3,45.49
12,46,59,626,46:59.6,39.12
13,4,1,143,04:01.1,41.64
12,27,49,601,27:49.6,39.54
14,11,3,406,11:03.4,39.45
15,46,57,810,46:57.8,42.77
14,30,32,163,30:32.2,42.45
15,32,44,785,32:44.8,43.01
15,21,15,128,21:15.1,43.93
9,52,48,232,52:48.2,45.47
16,46,59,109,46:59.1,43.38
12,30,58,353,30:58.4,39.52
9,27,7,552,27:07.6,44.99
16,36,12,823,36:12.8,43.51
13,48,53,298,48:53.3,42.06
12,8,15,543,08:15.5,40.4
12,19,31,474,19:31.5,39.51
14,0,39,742,00:39.7,39.53
12,0,55,971,00:56.0,40.95
11,59,24,47,59:24.0,42.15
12,33,48,666,33:48.7,40.09
13,6,39,484,06:39.5,40.97
11,56,30,547,56:30.5,42.81
15,8,14,436,08:14.4,42.01
11,58,29,116,58:29.1,41.99
12,8,23,612,08:23.6,40.56
9,43,21,680,43:21.7,44.48
10,33,14,953,33:15.0,47.33
11,11,24,245,11:24.2,45.6
15,39,39,394,39:39.4,44.51
13,14,48,223,14:48.2,40.49
13,34,15,449,34:15.4,42.47
12,51,11,408,51:11.4,40.19
16,59,37,5,59:37.0,43.31
14,1,14,558,01:14.6,39.49
10,34,59,256,34:59.3,47.93
13,45,5,859,45:05.9,42.98
14,28,4,976,28:05.0,42.22
13,20,53,305,20:53.3,42.43
15,11,46,576,11:46.6,42.27
14,44,13,620,44:13.6,42.88
9,25,54,910,25:54.9,44.97
14,27,15,513,27:15.5,42.24
9,33,32,434,33:32.4,45.95
11,6,42,346,06:42.3,46.31
10,11,43,543,11:43.5,47.24
11,6,57,216,06:57.2,46.52
11,33,11,789,33:11.8,43.46
9,21,21,256,21:21.3,46.32
14,52,3,690,52:03.7,43.75
16,15,27,796,15:27.8,43.31
13,7,25,564,07:25.6,40.39
15,24,20,890,24:20.9,44.73
12,0,18,939,00:18.9,41.35
15,56,33,754,56:33.8,41.8
14,24,23,435,24:23.4,42.23
12,34,46,261,34:46.3,40.12
16,33,58,181,33:58.2,44.09
11,15,13,806,15:13.8,45.62
13,15,24,422,15:24.4,41.25
13,31,50,602,31:50.6,42.65
16,16,57,43,16:57.0,43.27
14,13,14,320,13:14.3,40.15
13,55,19,768,55:19.8,40.7
10,53,52,340,53:52.3,45.06
15,31,16,133,31:16.1,43.48
11,7,37,239,07:37.2,46.25
15,16,5,45,16:05.0,43.02
15,17,21,580,17:21.6,43.48
16,34,19,120,34:19.1,43.7
16,47,54,557,47:54.6,42.86
16,33,58,921,33:58.9,44.03
13,29,26,283,29:26.3,41.73
9,52,21,879,52:21.9,45.42
10,6,43,896,06:43.9,46.53
16,47,50,733,47:50.7,42.92
11,58,37,565,58:37.6,42.13
14,59,12,39,59:12.0,43.48
15,32,21,775,32:21.8,43.15
9,29,16,442,29:16.4,46.16
12,27,50,919,27:50.9,39.55
16,53,3,537,53:03.5,43.92
9,33,57,635,33:57.6,45.85
11,8,49,160,08:49.2,46.57
11,25,59,530,25:59.5,44.26
15,36,35,248,36:35.2,44.47
13,42,13,846,42:13.8,42.51
11,43,3,315,43:03.3,41.96
15,11,41,856,11:41.9,42.4
11,7,1,485,07:01.5,46.48
15,19,40,918,19:40.9,44.39
11,19,38,230,19:38.2,45.88
10,18,34,93,18:34.1,47.32
15,19,34,742,19:34.7,44.04
11,9,53,941,09:53.9,46.1
13,35,51,452,35:51.5,43.02
11,9,35,43,09:35.0,46.1
9,42,53,726,42:53.7,44.69
9,26,37,125,26:37.1,44.92
9,42,35,811,42:35.8,44.75
12,31,36,158,31:36.2,40.37
11,38,57,223,38:57.2,42.48
9,9,34,500,09:34.5,46.34
9,52,1,959,52:02.0,45.58
9,53,45,350,53:45.3,44.88
16,34,0,747,34:00.7,44
14,53,49,681,53:49.7,44.31
16,21,12,155,21:12.2,42.52
16,40,1,389,40:01.4,45.4
16,27,56,584,27:56.6,41.97
13,26,1,336,26:01.3,42.28
15,17,41,58,17:41.1,43.23
16,11,0,813,11:00.8,43.66
16,51,59,343,51:59.3,43.18
11,3,8,76,03:08.1,45.5
11,56,24,41,56:24.0,42.9
13,44,33,48,44:33.0,43.09
9,9,44,141,09:44.1,46.38
16,16,24,451,16:24.5,43.58
13,13,49,889,13:49.9,40.46
9,52,31,113,52:31.1,45.41
16,10,5,600,10:05.6,43.89
15,41,57,135,41:57.1,43.54
12,18,21,256,18:21.3,39.27
9,46,22,630,46:22.6,44.79
14,16,36,446,16:36.4,40.44
16,3,31,305,03:31.3,41.8
10,9,23,273,09:23.3,46.84
13,29,33,230,29:33.2,41.65
11,1,23,406,01:23.4,46.77
13,35,40,252,35:40.3,43.3
16,26,37,192,26:37.2,41.87
11,29,36,551,29:36.6,43.22
15,17,16,697,17:16.7,43.58
14,51,52,843,51:52.8,43.75
14,37,28,226,37:28.2,42.43
16,23,45,6,23:45.0,42.62
10,39,4,460,39:04.5,46.12
11,40,12,522,40:12.5,42.25
16,51,18,202,51:18.2,42.99
15,36,0,962,36:01.0,44.36
16,46,15,527,46:15.5,43.69
10,14,10,502,14:10.5,47.04
15,57,42,532,57:42.5,42.5
10,57,49,355,57:49.4,45.48
12,28,36,63,28:36.1,39.38
14,29,37,905,29:37.9,42.29
11,1,25,854,01:25.9,46.75
13,27,33,333,27:33.3,41.6
12,4,33,835,04:33.8,39.76
10,45,2,208,45:02.2,44.18
11,20,17,498,20:17.5,45.2
10,17,38,346,17:38.3,47.32
15,4,40,663,04:40.7,42.46
15,41,58,675,41:58.7,43.49
9,57,38,502,57:38.5,45.69
13,44,18,169,44:18.2,43.04
15,3,41,945,03:41.9,42.96
13,56,9,331,56:09.3,40.15
15,12,14,738,12:14.7,42.58
9,18,30,904,18:30.9,45.3
9,2,21,593,02:21.6,45.65
16,58,40,352,58:40.4,43.74
9,24,7,132,24:07.1,45.47
16,31,36,399,31:36.4,42.51
11,20,49,786,20:49.8,45.25
11,58,25,957,58:26.0,41.9
11,37,44,103,37:44.1,42.78
11,11,18,445,11:18.4,45.53
10,1,27,715,01:27.7,45.47
10,41,23,694,41:23.7,45.06
13,39,58,241,39:58.2,43.25
15,37,27,690,37:27.7,43.48
10,36,7,723,36:07.7,46.69
12,54,14,608,54:14.6,40.69
15,2,15,662,02:15.7,42.52
10,28,47,361,28:47.4,48.07
12,25,52,479,25:52.5,39.54
13,35,33,39,35:33.0,43.4
16,26,25,461,26:25.5,42.11
9,55,38,717,55:38.7,44.93
10,9,11,353,09:11.4,47.06
14,33,6,228,33:06.2,42.88
9,24,16,730,24:16.7,45.53
12,26,38,8,26:38.0,39.82
13,41,9,516,41:09.5,43.08
12,59,0,939,59:00.9,40.51
14,54,36,389,54:36.4,43.83
9,55,9,616,55:09.6,45.08
15,53,22,694,53:22.7,42.1
15,57,5,15,57:05.0,42.08
11,38,36,779,38:36.8,41.99
15,35,25,738,35:25.7,43.95
12,53,24,772,53:24.8,40.97
9,51,44,627,51:44.6,45.28
15,57,10,663,57:10.7,42.19
12,20,35,925,20:35.9,39.26
13,25,58,623,25:58.6,42.33
16,0,46,313,00:46.3,43.06
16,40,38,900,40:38.9,45.68
9,57,33,336,57:33.3,45.65
13,28,40,416,28:40.4,41.71
14,9,4,300,09:04.3,39.24
9,51,47,420,51:47.4,45.24
9,33,11,502,33:11.5,45.87
11,51,25,871,51:25.9,42.36
16,52,4,350,52:04.4,43.21
11,11,55,985,11:56.0,45.88
9,40,24,51,40:24.1,44.56
11,51,16,710,51:16.7,42.69
15,21,28,351,21:28.4,43.78
14,15,59,824,15:59.8,40.41
13,16,31,43,16:31.0,41.29
10,58,51,457,58:51.5,45.61
9,58,14,363,58:14.4,45.81
12,13,32,829,13:32.8,39.84
15,51,58,316,51:58.3,42.28
11,3,2,800,03:02.8,45.61
11,48,42,142,48:42.1,43.21
16,0,40,92,00:40.1,42.89
15,22,49,954,22:50.0,44.63
13,5,40,579,05:40.6,40.9
12,34,45,522,34:45.5,40.13
12,55,45,416,55:45.4,40.21
13,28,19,833,28:19.8,41.79
14,3,31,482,03:31.5,38.49
12,20,38,903,20:38.9,39.08
16,45,1,732,45:01.7,44.42
9,23,25,617,23:25.6,45.76
14,18,54,864,18:54.9,40
13,42,2,917,42:02.9,42.26
15,25,22,324,25:22.3,43.23
10,27,56,206,27:56.2,47.94
16,29,49,129,29:49.1,42.22
14,0,2,502,00:02.5,39.34
10,30,24,866,30:24.9,48.56
15,51,3,820,51:03.8,42.44
9,41,59,794,41:59.8,45.15
9,36,59,622,36:59.6,44.29
9,45,58,49,45:58.0,44.61
15,43,48,250,43:48.3,43.22
13,26,49,702,26:49.7,41.51
14,44,36,31,44:36.0,43.11
11,26,18,680,26:18.7,44.2
14,14,13,106,14:13.1,40.34
10,45,2,209,45:02.2,44.23
12,49,10,8,49:10.0,39.64
15,40,35,70,40:35.1,44.32
15,20,49,8,20:49.0,43.46
9,38,11,411,38:11.4,44
15,44,6,683,44:06.7,43.07
13,0,47,116,00:47.1,40.66
15,49,9,31,49:09.0,42.82
10,32,50,452,32:50.5,47.28
16,40,20,896,40:20.9,45.55
12,13,43,322,13:43.3,39.78
10,33,29,661,33:29.7,47.71
14,48,44,480,48:44.5,44.5
13,5,13,601,05:13.6,41.05
11,5,49,577,05:49.6,46.24
15,28,11,374,28:11.4,42.96
14,58,19,812,58:19.8,43.26
11,34,48,947,34:48.9,43.41
14,20,59,836,20:59.8,41.54
11,28,0,839,28:00.8,43.25
9,42,51,835,42:51.8,44.69
14,10,36,439,10:36.4,39.47
9,6,39,999,06:40.0,46.9
14,56,29,323,56:29.3,43.09
11,23,14,487,23:14.5,44.78
12,46,48,560,46:48.6,39.11
15,18,24,910,18:24.9,43.45
12,20,6,600,20:06.6,39.52
15,21,49,340,21:49.3,43.74
15,27,47,56,27:47.1,43.09
11,39,39,708,39:39.7,42.54
13,39,5,400,39:05.4,43.4
10,46,24,857,46:24.9,44.86
12,30,34,292,30:34.3,38.87
9,58,40,47,58:40.0,45.44
16,13,3,507,13:03.5,43.3
9,25,9,16,25:09.0,45.09
10,48,55,820,48:55.8,45.88
10,42,40,736,42:40.7,44.05
10,59,50,985,59:51.0,46.15
14,23,25,763,23:25.8,41.96
10,22,44,712,22:44.7,47.03
10,10,9,660,10:09.7,47.4
15,19,38,357,19:38.4,44.03
10,11,25,439,11:25.4,46.97
13,54,35,866,54:35.9,41.13
14,9,38,752,09:38.8,38.94
9,8,51,970,08:52.0,45.55
15,29,0,794,29:00.8,42.88
14,50,31,54,50:31.1,43.85
